_l;Zone d'Emploi;name;name2;;Revenus fiscaux des ménages 2009 : nombre de ménages fiscaux;Revenus fiscaux des ménages 2009 : nombre de personnes dans les ménages fiscaux;Revenus fiscaux des ménages 2009 : part des ménages fiscaux imposés;Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 1er Quartile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 2ème Quartile ou Médiane (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 3ème Quartile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 1er Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 2ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 3ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 4ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 5ème Décile ou Médiane (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 6ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 7ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 8ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 9ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : Rapport inter-déciles (sans unité);Revenus fiscaux des ménages 2009 : part des revenus salariaux (%);Revenus fiscaux des ménages 2009 : part des pensions; retraites; rentes (%);Revenus fiscaux des ménages 2009 : part des revenus des professions non-salariées (%);Revenus fiscaux des ménages 2009 : part des autres revenus (%);Chomage_2003;Chomage_2004;Chomage_2005;Chomage_2006;Chomage_2007;Chomage_2008;Chomage_2009;Chomage_2010;Chomage_2003_2010;Agriculture;Industrie;Construction;Tertiaire_marchand;Tertiaire_non-marchand;Total_salariés;Non-salariés;Emploi_Total;Agriculture%;Industrie%;Construction%;Tertiaire_marchand;Tertiaire_non-marchand;Total_salariés;Non-salariés;Emploi_Total;POP_TOT_99;POP_TOT_09;EVOL_POP_99_09;POP_M20A_P60A_09;POP_20A59A_09;TAUX_DEP_ECO_09;POP_M20A_09;POP_P60A_09;INDIC_JEUN_09;REV_ PAR_UC_MED_09;REV_ PAR_UC_D1_09;POP_ACT_15A64A_09;POP_15A64A_09;TX_ACT_09;POP_ACT_EMP_15A64A_09;POP_15A64A_09;TX_EMP_15A64A_09;POP_ACT_EMP_55A64A_09;POP_55A64A_09;TX_EMP_55A64A_09;POP_F_EMP_15A64A_09;POP_F_15A64A_09;TX_EMP_F_15A64A_09;EST_EMP_98;EST_EMP_09;EVOL_EST_EMP_98_09;TX_CHOM_T1_03;TX_CHOM_T4_11;EVOL_ TX_CHOM_T1_03_T4_11;DE_A_11;DE_ABC_11;PART_F_DE_ABC_11;PART_J_DE_ABC_11;PART_LD_DE_ABC_11;POP_15A64A_09_p;ZONE_OUT
[ 46.496576390941584 , -0.7881044714008014];5216;Fontenay-le-Comte;Fontenay-le-Comte;68316;28463;67284.5;49.07;11619;16362;21823;7389;10465;12620;14467;16362;18291;20465;23521;28998;3.92;58.2;29.51;7.1;5.19;7.3;;7.6;7.4;7.4;6.5;6.3;8.5;8.7;8.6;1;568;5218;1528;6639;6205;20158;3223;23381;2.82;25.89;7.58;32.93;30.78;20158.00;3223.00;23381.00;64,005;68,317;0.7;34579;33738;102.5;15,964;18,615;85.8;16362;7389;30230;41,770;72.4;27,282;41,770;65.3;2,924;9,272;31.5;12,486;20,561;60.7;22,129;23,381;0.5;7;8.7;1.7;2,706;4,495;53.5;18.6;38.1;1.6355;
[ 46.8142887739901 , -0.93089911451775];5217;Les Herbiers;Les Herbiers;56983;22963;57769.5;52.27;12861;17041;21986;8957;11836;13763;15446;17041;18768;20778;23332;27882;3.11;67.32;21.32;5.88;5.47;4.2;;4.6;4.4;4.5;3.6;3.6;6;5.4;5.1;0.5;280;9246;1934;8429;3924;23813;2783;26596;1.18;38.83;8.12;35.40;16.48;23813.00;2783.00;26596.00;51,144;56,979;1.1;26376;30603;86.2;14,567;11,810;123.3;17041;8957;28936;36,745;78.8;27,146;36,745;73.9;2,216;6,774;32.7;12,285;17,632;69.7;23,386;26,596;1.2;4;5.2;1.2;1,555;3,201;59.8;22.4;33.7;1.5507;
[ 46.60106120505542 , -1.3199950608996514];5218;La Roche-sur-Yon;La Roche-sur-Yon;235724;99093;236212.5;53.8;12610;17507;23234;8260;11397;13680;15673;17507;19479;21801;24944;30709;3.72;62.56;25.96;5.71;5.76;6.1;;6.4;6.5;6.6;6;5.8;8.2;7.9;7.5;1.1;1137;19294;7245;35101;29336;92113;10076;102189;1.23;20.95;7.87;38.11;31.85;92113.00;10076.00;102189.00;200,446;235,730;1.6;114126;121604;93.9;59,331;54,795;108.3;17507;8260;110589;149,980;73.7;100,328;149,980;66.9;10,211;30,365;33.6;46,958;74,737;62.8;85,154;102,189;1.8;5.9;7.3;1.4;9,108;15,304;55.4;19.4;36.5;1.5717;
[ 46.51803081447564 , -1.684730725396032];5219;Les Sables-d'Olonne;Les Sables-d'Olonne;64574;32153;67798.5;58.34;13271;18586;25596;8803;12071;14427;16482;18586;20952;23791;27771;34899;3.96;45.46;39.88;6.17;8.5;9.4;;9.8;9.8;9.5;8.4;7.9;10.5;10.8;10.6;0.8;243;1888;1714;8514;5740;18099;3050;21149;1.34;10.43;9.47;47.04;31.71;18099.00;3050.00;21149.00;56,156;64,584;1.4;36311;28273;128.4;12,566;23,745;52.9;18586;8803;24932;36,980;67.4;22,073;36,980;59.7;2,699;10,571;25.5;10,587;19,136;55.3;16,887;21,149;2.3;9.4;10.7;1.3;3,198;4,837;54.1;17.7;36.3;1.7465;
[ 48.4583251880717 , -2.101364575502676];5301;Dinan;Dinan;88512;39686;89298.5;55.45;12863;18232;25227;8310;11624;14019;16117;18232;20599;23467;27378;34464;4.15;53.86;31.7;7.06;7.39;8.4;;8.4;8.1;8.2;7.5;6.8;8.6;9;9.1;0.7;217;3477;2009;11177;8175;25055;4172;29227;0.87;13.88;8.02;44.61;32.63;25055.00;4172.00;29227.00;79,286;88,533;1.1;46276;42257;109.5;20,504;25,772;79.6;18232;8310;38106;53,462;71.3;34,408;53,462;64.4;4,417;12,923;34.2;16,458;27,212;60.5;25,595;29,227;1.3;8.3;9.4;1.1;3,837;6,150;54.2;17.6;40.2;1.6560;
[ 48.53792075612486 , -3.2421042448512436];5302;Guingamp;Guingamp;51616;23100;50973;46.59;11216;16260;22166;6573;10018;12297;14351;16260;18348;20730;23901;29566;4.5;55.23;32.16;7.33;5.29;7.7;;8;7.9;8;7.4;6.6;8;8.2;8.7;0.7;287;2597;1132;6394;5688;16098;2730;18828;1.78;16.13;7.03;39.72;35.33;16098.00;2730.00;18828.00;49,346;51,630;0.5;26393;25237;104.6;12,086;14,307;84.5;16260;6573;21795;31,608;69.0;19,531;31,608;61.8;2,336;7,128;32.8;9,180;15,816;58.0;17,727;18,828;0.6;7.6;8.8;1.2;1,928;3,225;50.4;17.6;39.1;1.6334;
[ 48.71429309871389 , -3.4009603980231757];5303;Lannion;Lannion;90923;40994;90468.5;55.83;12650;18313;25714;7983;11410;13841;16036;18313;20783;23851;27913;34931;4.38;51.86;35.2;6.99;5.95;9.9;;9.8;9.3;8.8;7.8;7.1;8.5;8.7;8.4;-1.4;611;2999;1789;11712;8584;25695;4272;29967;2.38;11.67;6.96;45.58;33.41;25695.00;4272.00;29967.00;83,737;90,945;0.8;47721;43224;110.4;20,269;27,452;73.8;18313;7983;37015;55,368;66.9;33,311;55,368;60.2;4,060;14,025;28.9;15,531;27,329;56.8;28,226;29,967;0.6;9.7;8.5;-1.2;3,497;5,471;51.9;16.5;35.9;1.6426;
[ 48.20390749442016 , -2.739767453453397];5304;Loudéac;Loudéac;39328;16810;38591;49.08;11572;16395;21758;7567;10493;12576;14559;16395;18287;20424;23397;28787;3.8;54.85;29.69;9.29;6.17;4.3;;4.6;4.8;4.9;4.2;4.3;5.6;5.8;6.3;1.7;674;3101;1101;4609;3280;12765;2430;15195;5.28;24.29;8.63;36.11;25.70;12765.00;2430.00;15195.00;37,717;39,336;0.4;20259;19077;106.2;9,121;11,139;81.9;16395;7567;17251;23,553;73.2;15,963;23,553;67.8;1,823;5,101;35.7;7,112;11,265;63.1;14,983;15,195;0.1;4.1;6.7;2.6;1,260;2,139;53.6;21.5;35.2;1.6701;
[ 48.475063948203584 , -2.714222012975461];5305;Saint-Brieuc;Saint-Brieuc;299354;132085;299381.5;54.01;12547;17861;24213;8026;11315;13692;15848;17861;19983;22587;26187;32749;4.08;55.76;30.75;7.66;5.83;6.7;;7;7.1;7.2;6.5;6.1;7.6;7.7;7.8;0.8;2741;16423;8120;41197;36920;105401;14708;120109;2.60;15.58;7.70;39.09;35.03;105401.00;14708.00;120109.00;273,865;299,346;0.9;153042;146304;104.6;71,023;82,019;86.6;17861;8026;131242;182,738;71.8;119,606;182,738;65.5;13,749;40,518;33.9;57,154;91,684;62.3;111,239;120,109;0.7;6.6;7.8;1.2;11,324;18,553;53.1;17.7;37.0;1.6381;
[ 48.458789658340244 , -4.328922657310997];5306;Brest;Brest;449361;191636;437458.5;56.22;12983;18247;24733;8237;11703;14142;16217;18247;20425;23067;26701;33152;4.02;62.3;27.03;6.01;4.66;7.3;;7.7;7.7;7.8;7.2;6.6;8;8.3;8.1;0.4;3632;19147;10239;65580;64383;162981;16135;179116;2.23;11.75;6.28;40.24;39.50;162981.00;16135.00;179116.00;431,125;449,382;0.4;213415;235967;90.4;112,522;100,893;111.5;18247;8237;203990;290,079;70.3;183,853;290,079;63.4;18,694;54,091;34.6;85,043;142,732;59.6;166,298;179,116;0.7;7.2;8.2;1;18,004;28,181;53.8;17.9;37.3;1.5492;
[ 48.29009402848999 , -3.497964953533847];5307;Carhaix-Plouguer;Carhaix-Plouguer;45968;20801;43928;44.5;10765;15843;21628;6445;9665;11790;13790;15843;17851;20242;23374;28637;4.44;48.96;36;9.53;5.51;6;;6.5;7;7;6.4;5.9;7.2;8.4;8.5;2;673;2396;608;4396;4787;12860;3071;15931;5.23;18.63;4.73;34.18;37.22;12860.00;3071.00;15931.00;46,440;45,970;-0.1;24481;21489;113.9;9,335;15,146;61.6;15843;6445;18371;26,932;68.2;16,687;26,932;62.0;2,103;6,475;32.5;7,706;13,116;58.8;15,850;15,931;0.0;5.8;9;3.2;1,610;2,535;47.9;17.0;38.4;1.7069;
[ 48.54196539712465 , -3.7514221952745377];5308;Morlaix;Morlaix;73155;32924;72691;52.96;12448;17565;23859;7880;11219;13538;15569;17565;19733;22291;25753;32004;4.06;53.49;31.41;8.06;7.03;7.5;;8;7.9;8.2;7.8;7.2;8.4;9;9.1;1.1;779;3888;1484;8903;8571;23625;3931;27556;3.30;16.46;6.28;37.68;36.28;23625.00;3931.00;27556.00;70,215;73,160;0.4;37108;36052;102.9;16,296;20,812;78.3;17565;7880;32008;44,927;71.2;28,788;44,927;64.1;3,342;10,328;32.4;13,511;22,253;60.7;27,495;27,556;0.0;7.3;9.1;1.8;2,975;4,732;50.4;17.7;39.4;1.6284;
[ 48.05225232115845 , -4.032663245040939];5309;Quimper;Quimper;312315;142968;313745.5;54.22;12869;17983;24359;8346;11647;13969;15973;17983;20123;22742;26354;33008;3.95;55.63;32.02;6.85;5.5;7.6;;8;8.1;8.1;7.4;6.9;8.2;8.4;8.4;0.4;3155;17543;6687;40904;42245;110534;14270;124804;2.85;15.87;6.05;37.01;38.22;110534.00;14270.00;124804.00;296,855;312,300;0.5;157549;154751;101.8;69,308;88,240;78.5;17983;8346;137471;192,854;71.3;123,699;192,854;64.1;14,744;42,991;34.3;58,996;96,249;61.3;111,389;124,804;1.1;7.4;8.5;1.1;13,095;20,506;51.4;16.4;35.6;1.6194;
[ 48.39754442112718 , -1.2535994014482814];5310;Fougères;Fougères;66275;28223;65731;49.34;12145;16581.5;21876;7791;10977;13169;14935;16581.5;18392;20553;23474;28783;3.69;60.09;27.46;6.6;5.85;5.4;;5.5;5.7;5.9;5.4;5.1;7;7.1;6.7;1.2;266;5420;1610;7814;6753;21863;3406;25269;1.22;24.79;7.36;35.74;30.89;21863.00;3406.00;25269.00;63,549;66,266;0.4;33096;33170;99.8;15,927;17,169;92.8;16582;7791;30061;40,525;74.2;27,693;40,525;68.3;2,891;8,310;34.8;12,861;20,063;64.1;25,543;25,269;-0.1;5.1;7;1.9;2,045;3,683;56.1;19.2;39.2;1.6352;
[ 47.6929348071211 , -2.1376948640512645];5311;Redon;Redon;44925;18979;44547;49.99;11894;16772;22222;7387;10596;13044;14937;16772;18649;20892;23855;29316;3.97;61.03;28.05;5.94;4.98;7.7;;7.4;7.8;7.6;7.1;6.5;8.7;8.4;8.3;0.9;87;4210;1035;8252;5011;18595;1859;20454;0.47;22.64;5.57;44.38;26.95;18595.00;1859.00;20454.00;41,469;44,923;0.8;22283;22640;98.4;11,125;11,158;99.7;16772;7387;20122;28,088;71.6;18,038;28,088;64.2;1,894;6,076;31.2;8,419;13,845;60.8;19,734;20,454;0.3;7.1;8.7;1.6;1,740;3,244;53.5;17.2;41.7;1.5994;
[ 48.091409605589874 , -1.786337181975093];5312;Rennes;Rennes;751487;301802;719375;59.65;13405;19039;25930;8426;12052;14658;16883;19039;21353;24167.5;28047;35094;4.16;67.8;21.11;5.59;5.5;6.5;;6.3;6.4;6.7;6;5.3;7;7.2;7;0.7;2435;42558;19477;142438;107835;314743;29832;344575;0.77;13.52;6.19;45.26;34.26;314743.00;29832.00;344575.00;654,242;751,527;1.4;339184;412343;82.3;199,518;139,666;142.9;19039;8426;363842;500,114;72.8;334,015;500,114;66.8;32,247;79,609;40.5;159,406;250,558;63.6;289,104;344,575;1.7;6.4;7.3;0.9;27,160;45,423;50.3;17.1;35.4;1.5027;
[ 48.57087635820157 , -1.7957722696524154];5313;Saint-Malo;Saint-Malo;103212;46232;102353;54.33;12394;17645;24502;7717;11121;13473;15586;17645;19936;22782;26719;34273;4.44;53.87;31.47;7.52;7.14;8.7;;8.7;8.6;8.4;7.7;7;8.9;9.1;8.9;0.2;973;3830;2487;16146;11634;35070;4786;39856;2.77;10.92;7.09;46.04;33.17;35070.00;4786.00;39856.00;98,840;103,209;0.4;52743;50466;104.5;24,007;28,735;83.5;17645;7717;44515;63,463;70.1;39,892;63,463;62.9;4,756;14,489;32.8;19,251;32,013;60.1;35,949;39,856;1.0;8.7;9.2;0.5;4,392;6,816;51.2;19.0;34.6;1.6263;
[ 48.11406248401041 , -1.1820108724243854];5314;Vitré;Vitré;48790;19507;49406;54.67;12889;17549;22885.5;8974;11834;13894;15771;17549;19406;21623;24581;30687;3.42;67.97;19.16;6.17;6.7;4.5;;4.6;4.5;4.8;4.1;3.9;5.4;5.3;4.9;0.3;209;7511;1317;6634;4467;20138;2513;22651;1.04;37.30;6.54;32.94;22.18;20138.00;2513.00;22651.00;42,719;48,778;1.3;22983;25795;89.1;13,588;9,394;144.6;17549;8974;24379;31,015;78.6;22,833;31,015;73.6;2,006;4,951;40.5;10,543;14,909;70.7;19,993;22,651;1.2;4.3;5.1;0.8;1,297;2,400;55.4;19.5;24.6;1.5727;
[ 47.89211815229321 , -3.3775192939391294];5315;Lorient;Lorient;287880;128925;290381;54.76;12560;17831;24138;7782;11253;13709;15809;17831;20021;22567;26049;32387;4.16;57.59;30.92;6.22;5.27;9;;9;9;9;8.5;7.8;9.4;9.3;9;0;1535;17891;6895;35908;30445;92674;11874;104548;1.66;19.31;7.44;38.75;32.85;92674.00;11874.00;104548.00;270,954;287,870;0.6;142181;145689;97.6;67,305;74,876;89.9;17831;7782;125508;181,050;69.3;111,646;181,050;61.7;12,164;39,479;30.8;52,278;89,804;58.2;92,897;104,548;1.1;8.9;9.2;0.3;11,844;19,747;52.9;17.1;37.8;1.5900;
[ 47.961119563223455 , -2.4370123838983946];5316;Ploërmel;Ploërmel;38212;16325;38352.5;50.14;11801;16832;22086;7593;10601;12889;14884;16832;18639;20784;23701;28611;3.77;59.27;28.69;7.28;4.76;5.4;;5.6;5.8;6.1;5.5;5.3;7;7.3;7.6;2;272;3320;756;3930;3831;12109;2044;14153;2.25;27.42;6.24;32.46;31.64;12109.00;2044.00;14153.00;34,460;38,195;1.0;19345;18850;102.6;9,189;10,157;90.5;16832;7593;16930;23,235;72.9;15,634;23,235;67.3;1,474;4,697;31.4;7,156;11,314;63.2;13,156;14,153;0.7;5.1;7.7;2.6;1,337;2,254;53.8;18.6;36.4;1.6438;
[ 48.06001123247246 , -2.9872594417107092];5317;Pontivy;Pontivy;57052;24578;56233.5;51.2;12118;16986;22740;7800;10928;13165;15182;16986;19042;21322;24438;29825;3.82;57.54;27.36;8.56;6.54;5.2;;5.7;5.7;5.7;5.6;5.2;6.8;7.1;7;1.3;405;4428;1109;6572;6163;18677;3281;21958;2.17;23.71;5.94;35.19;33.00;18677.00;3281.00;21958.00;54,289;57,070;0.5;28534;28536;100.0;13,129;15,404;85.2;16986;7800;25207;35,039;71.9;23,232;35,039;66.3;2,729;7,442;36.7;10,630;17,134;62.0;19,249;21,958;1.3;5.1;7;1.9;1,801;3,160;52.6;19.0;32.9;1.6288;
[ 47.69041375852172 , -2.6908225240259034];5318;Vannes;Vannes;326619;142538;327362;57.54;13041.5;18356;25121;8471;11784;14189;16312;18356;20634;23373;27331;34733;4.1;55.26;30.7;7.19;6.84;7.4;;7.6;7.4;7.6;6.7;6.3;8.1;8.3;8.2;0.6;1609;16194;8998;44576;40749;112126;16355;128481;1.43;14.44;8.02;39.76;36.34;112126.00;16355.00;128481.00;278,070;326,624;1.6;163211;163413;99.9;78,196;85,015;92.0;18356;8471;144855;204,250;70.9;131,070;204,250;64.2;14,071;44,612;31.5;62,106;102,797;60.4;104,628;128,481;2.1;7.2;8.1;0.9;13,551;20,711;53.5;15.9;30.8;1.5991;
[ 46.959952731390516 , -0.07306925207609645];5401;Thouars - Loudun;Thouars - Loudun;65364;28797;65558;47.79;11243;15853.5;21318.5;7175;10159;12257;14080;15853.5;17731;19921;22988;28408;3.96;55.95;30.05;7.87;6.12;7.3;;7.5;7.5;7.7;6.6;6.3;8.1;8.1;7.8;0.3;594;5289;1503;7081;5741;20208;3246;23454;2.94;26.17;7.44;35.04;28.41;20208.00;3246.00;23454.00;65,302;65,379;0.0;33080;32299;102.4;14,723;18,358;80.2;15854;7175;29038;39,845;72.9;26,072;39,845;65.4;2,757;8,573;32.2;11,897;19,660;60.5;21,027;23,454;1.0;7.1;7.9;0.8;2,459;4,432;57.4;20.8;41.2;1.6408;
[ 46.82163157422771 , 0.5807789749171605];5402;Châtellerault;Châtellerault;81493;35743;81407;53.81;11614;17142;23296;6270;10261;12854;15071;17142;19255;21725;25228;31215;4.98;59.87;29.55;5.47;5.11;8.3;;8.6;9.2;9.2;7.8;8;10.6;10.2;9.9;1.3;153;9094;1422;9709;7299;27677;2830;30507;0.55;32.86;5.14;35.08;26.37;27677.00;2830.00;30507.00;79,179;81,497;0.3;41264;40233;102.6;19,363;21,900;88.4;17142;6270;35955;49,814;72.2;31,368;49,814;63.0;3,983;11,010;36.2;14,891;24,955;59.7;31,986;30,507;-0.4;8.3;10.3;2;3,642;6,187;51.6;17.9;43.4;1.6360;
[ 45.74779869443986 , 0.2872439356111743];5403;Angoulême;Angoulême;275359;119836;268077.5;52.1;11361;16900;23325;6310;10000;12587;14785;16900;19136;21731;25228;31543;5;57.73;29.98;6.64;5.65;8.7;;8.9;9.1;9.1;8.5;8;9.7;9.6;9.9;1;1486;17380;6083;33983;33270;92202;12563;104765;1.61;18.85;6.60;36.86;36.08;92202.00;12563.00;104765.00;264,176;275,403;0.4;136773;138630;98.7;60,095;76,678;78.4;16900;6310;122556;171,943;71.3;108,213;171,943;62.9;13,217;38,275;34.5;50,636;86,205;58.7;103,346;104,765;0.1;8.4;10.4;2;12,913;20,089;53.4;17.8;41.9;1.6017;
[ 45.34782944702732 , -0.3274197836468163];5404;Jonzac - Barbezieux-Saint-Hilaire;Jonzac - Barbezieux-Saint-Hilaire;65628;28149;63424.5;45.4;10433;15353;21494;6196;9285;11442;13351;15353;17477;19975;23299;29268;4.72;52.84;31.84;9.21;6.11;8.4;;8.4;8.6;8.6;7.6;6.9;8.4;8.9;9.1;0.7;1067;2788;1313;5592;5925;16685;3913;20598;6.39;16.71;7.87;33.52;35.51;16685.00;3913.00;20598.00;61,701;65,655;0.6;33864;31791;106.5;13,813;20,051;68.9;15353;6196;28126;39,687;70.9;24,985;39,687;63.0;3,414;9,755;35.0;11,539;19,802;58.3;19,080;20,598;0.7;8.2;9.5;1.3;2,783;4,318;56.7;18.6;38.3;1.6543;
[ 45.71481037913131 , -0.2844644806933919];5405;Cognac;Cognac;81295;35928;81270.5;55.21;11968;17351;24148;7193;10675;13122;15292;17351;19640;22443;26335;33748;4.69;54.75;29;9.02;7.23;7.3;;7.6;7.7;7.7;6.9;6.8;8.9;8.8;8.6;1;1899;7257;1603;9618;7446;27823;4259;32082;6.83;26.08;5.76;34.57;26.76;27823.00;4259.00;32082.00;80,184;81,325;0.1;40052;41273;97.0;18,050;22,002;82.0;17351;7193;37056;50,968;72.7;33,249;50,968;65.2;4,147;11,390;36.4;15,594;25,637;60.8;32,910;32,082;-0.2;7.2;8.8;1.6;3,408;5,740;57.0;18.5;40.7;1.5956;
[ 45.82907228769462 , -0.5577112785696986];5406;Saintes - Saint-Jean-d'Angély;Saintes - Saint-Jean-d'Angély;119321;52837;118451;50.96;11437;16724;23068;6719;10196;12596;14657;16724;18921;21516;25010;31502;4.69;54.58;32.06;7.49;5.88;8.4;;8.9;9.2;9.3;8.5;8;9.8;10.3;10.1;1.2;1275;3873;2699;16315;13922;38084;5797;43881;3.35;10.17;7.09;42.84;36.56;38084.00;5797.00;43881.00;108,620;119,328;0.9;60685;58643;103.5;26,751;33,935;78.8;16724;6719;51971;73,574;70.6;45,872;73,574;62.3;5,699;16,944;33.6;22,067;37,247;59.2;40,475;43,881;0.8;8.2;10.2;2;5,512;8,560;54.3;18.1;41.0;1.6219;
[ 45.65949417937397 , -0.950967847546576];5407;Royan;Royan;86549;42692;89813.5;55.21;11993;17566;24957;7450;10723;13093;15307;17566;19990;22980;27298;35074;4.71;40.84;42.28;8.34;8.54;10.4;;10.9;11.1;10.8;9.6;8.9;10.8;11;10.7;-0.2;1853;1512;1923;10170;7386;22844;4954;27798;8.11;6.62;8.42;44.52;32.33;22844.00;4954.00;27798.00;75,533;86,568;1.4;48960;37608;130.2;15,596;33,364;46.7;17566;7450;32858;49,221;66.8;28,527;49,221;58.0;3,953;14,369;27.5;13,802;25,548;54.0;22,769;27,798;2.0;10;10.7;0.7;4,271;6,158;54.8;16.5;32.6;1.7588;
[ 45.91711459122198 , -0.9935941615228936];5408;Rochefort;Rochefort;106045;47933;105639;53.86;11679;16962;23353;6913;10419;12853;14885;16962;19094;21743;25216;31609;4.57;51.66;34.41;7.72;6.21;10.6;;11.2;11.4;11.3;9.9;9.1;11.6;11.6;11.1;-0.1;2243;3384;2258;11493;11633;31011;4778;35789;7.23;10.91;7.28;37.06;37.51;31011.00;4778.00;35789.00;94,714;106,062;1.1;54277;51785;104.8;23,181;31,096;74.5;16962;6913;46486;65,268;71.2;40,044;65,268;61.4;4,713;15,198;31.0;18,682;32,755;57.0;32,150;35,789;1.0;10.4;10.7;0.3;5,421;8,471;54.1;17.5;35.9;1.6250;
[ 46.17539875139006 , -0.947924033545404];5409;La Rochelle;La Rochelle;231512;102515;229777.5;60.36;13000;18796;26312;7936;11614;14269;16545;18796;21297;24379;28661;36338;4.58;56.34;29.89;6.56;7.21;9.8;;10.1;10;9.7;8.7;8.2;10.1;10;9.6;-0.5;750;10852;6115;37647;31656;87020;10111;97131;0.86;12.47;7.03;43.26;36.38;87020.00;10111.00;97131.00;209,765;231,509;1.0;112747;118762;94.9;52,675;60,073;87.7;18796;7936;103995;148,797;69.9;91,472;148,797;61.5;11,268;32,307;34.9;44,412;75,562;58.8;79,913;97,131;2.0;9.6;9.5;-0.1;11,198;17,130;52.3;17.3;37.5;1.5559;
[ 46.29927415495372 , -0.29020431244248385];5410;Niort;Niort;217889;94070;217283;55.73;12499;17901;24677;7898;11227;13628;15809;17901;20177;22968;26727;33380;4.23;62.41;26.57;5.86;5.16;6.5;;6.5;6.5;6.6;6;5.6;7.1;7.4;7.1;0.6;929;9129;5539;42535;28433;86565;8836;95401;1.07;10.55;6.40;49.14;32.85;86565.00;8836.00;95401.00;200,844;217,909;0.8;105972;111937;94.7;50,447;55,525;90.9;17901;7898;101631;136,942;74.2;92,412;136,942;67.5;9,938;28,191;35.3;44,206;68,622;64.4;87,214;95,401;0.9;6.4;7.4;1;7,740;12,474;52.3;18.7;38.6;1.5912;
[ 46.66412599086946 , -0.22089103111690855];5411;Parthenay;Parthenay;32125;14028;31848;47.03;11447;16060;21652;7270;10424;12437;14289;16060;17944;20231;23349;29026;3.99;56.75;29.17;7.62;6.46;6.7;;6.7;6.7;7.1;5.8;6;8;8;7.7;1;135;1761;813;3909;3275;9893;1591;11484;1.36;17.80;8.22;39.51;33.10;9893.00;1591.00;11484.00;30,847;32,130;0.4;16421;15709;104.5;7,110;9,311;76.4;16060;7270;14305;19,483;73.4;12,974;19,483;66.6;1,533;4,412;34.7;6,195;9,751;63.5;11,617;11,484;-0.1;6.6;8.3;1.7;1,110;1,966;54.9;18.4;40.7;1.6491;
[ 46.84836062450669 , -0.5552619128263238];5412;Bressuire;Bressuire;71320;29202;71509.5;47.13;11687;15969;21039;7559;10602;12602;14260;15969;17732;19814;22513;27621;3.65;61.36;25.18;7.06;6.4;6.2;;5.7;5.5;6.2;4.8;4.7;6.6;6.5;6.2;0.5;525;7983;2115;7471;6006;24100;3855;27955;2.18;33.12;8.78;31.00;24.92;24100.00;3855.00;27955.00;68,087;71,298;0.5;35252;36046;97.8;17,467;17,785;98.2;15969;7559;32891;44,155;74.5;30,374;44,155;68.8;2,811;8,985;31.3;13,724;21,524;63.8;26,678;27,955;0.4;5.9;6;0.1;2,002;3,901;56.5;21.2;35.9;1.6147;
[ 46.45395515117211 , 0.4671581448038907];5413;Poitiers;Poitiers;326472;137087;306173;55.79;12270;17949;24725;7237;10886;13517;15820;17949;20248;23017;26898;33932;4.69;62.75;25.88;5.59;5.78;6.5;;6.9;7.2;7.3;6.6;6.1;7.6;7.7;7.6;0.7;1077;13006;7632;52291;50563;124569;12555;137124;0.86;10.44;6.13;41.98;40.59;124569.00;12555.00;137124.00;301,501;326,512;0.8;153137;173375;88.3;76,734;76,404;100.4;17949;7237;150599;213,981;70.4;136,060;213,981;63.6;15,611;40,223;38.8;66,226;109,349;60.6;126,672;137,124;0.8;6.4;7.7;1.3;11,738;19,339;51.6;19.4;37.8;1.5259;
[ 44.82494476660177 , 0.5062865238521768];7201;Bergerac;Bergerac;108593;47699;106244.5;49.91;10744;16309;22862;5659;9458;11979;14153;16309;18608;21250;24806;31409;5.55;51.54;35.01;6.46;6.98;8.7;;9.1;9.3;9.3;8.6;8.3;10.2;10.6;11.1;2;1482;3888;2065;11997;10811;30243;6218;36461;4.90;12.86;6.83;39.67;35.75;30243.00;6218.00;36461.00;102,436;108,617;0.6;57415;51202;112.1;22,698;34,717;65.4;16309;5659;44896;64,939;69.1;39,269;64,939;60.5;5,615;16,536;34.0;18,834;33,127;56.9;36,192;36,461;0.1;8.6;11.8;3.2;5,403;7,892;54.4;16.5;36.7;1.6726;
